_c0,_c1,cnt,1
30日,DAY,4669,0
2007年,DATE,4668,1
广发银行,ADDR,4658,1
01:01:00,CLOCK,4647,1
佟丽娅,PERSON_NAME,4644,1
43289,DATE,4643,1
翼宝通,ADDR,4643,1
4.2,DATE,4633,1
张柏芝,PERSON_NAME,4630,1
九点,CLOCK,4628,1
5.4,DATE,4625,1
2018-04-29 00:00:00,DATE,4607,1
京东金融,APP_NAME,4603,1
王菲,PERSON_NAME,4603,1
刘某华,PERSON_NAME,4599,1
2006年,DATE,4598,1
授权,BOOK,4596,0
3.1,DATE,4595,1
13日,DAY,4592,0
海参,ANIMAL,4582,1
林心如,PERSON_NAME,4573,1
酷狗音乐,APP_NAME,4568,1
R15,PROD_NAME,4559,1
黑龙江,ADMIN,4541,1
周星驰,PERSON_NAME,4538,1
电风扇,PROD_TAG,4537,1
菜鸟驿站,HOTEL,4535,1
2.7,DATE,4532,1
李老师,PERSON_NAME,4524,1
王源,PERSON_NAME,4510,1
两小时,TIME_OTHER,4499,1
菲律宾,ADMIN,4497,1
14:30:00,CLOCK,4497,1
27日,DAY,4495,0
滴滴司机,APP_NAME,4492,1
杜兰特,PERSON_NAME,4492,1
2020年,DATE,4487,1
张学友,PERSON_NAME,4483,1
两个小时,TIME_OTHER,4481,1
豹,ANIMAL,4479,1
明天下午,CLOCK,4476,1
12:30:00,CLOCK,4475,1
2005年,DATE,4463,1
平安好医生,APP_NAME,4457,1
VIVO,PROD_BRAND,4452,1
2018-04-27 00:00:00,DATE,4445,1
43216,DATE,4445,1
彭丽媛,PERSON_NAME,4439,1
2018-04-28 00:00:00,DATE,4430,1
12号,DAY,4424,0
网易,APP_NAME,4420,1
麦当劳,CATER,4414,1
43259,DATE,4412,1
vivo Y83,PROD_NAME,4403,1
43102,DATE,4400,1
vivo,,,1
,PROD_NAME,4392,1
9小时,TIME_OTHER,4391,1
25号,DAY,4381,0
10086,PHONE_NUM,4378,1
娜娜,PERSON_NAME,4376,1
安迪,PERSON_NAME,4372,1
安卓手机,PROD_TAG,4370,1
43215,DATE,4370,1
3日,DAY,4364,0
5.6,DATE,4359,1
25日,DAY,4358,0
明日计划,FILM,4355,1
三点,CLOCK,4351,1
易烊千玺,PERSON_NAME,4347,1
19号,DAY,4345,0
火,BOOK,4343,0
X9,PROD_NAME,4340,1
小脚裤,PROD_TAG,4334,1
飞猪,APP_NAME,4330,1
43258,DATE,4311,1
JD.COM,URL,4304,1
11号,DAY,4298,0
2004年,DATE,4287,1
搜索,BOOK,4284,0
王艳,PERSON_NAME,4274,1
清华,SCHOOL,4274,1
魅族,PROD_BRAND,4269,1
张扬,PERSON_NAME,4268,1
苏锐,PERSON_NAME,4264,1
王老师,PERSON_NAME,4264,1
世界之窗,SCENE,4261,1
明早,CLOCK,4260,1
土耳其,ADMIN,4257,1
^O^,EXPR_NAME,4257,1
杨洋,PERSON_NAME,4257,1
vivo X20,PROD_NAME,4255,1
烟台,ADMIN,4254,1
脉脉,APP_NAME,4252,1
You are in the page of,MUSIC,4241,1
傍晚,CLOCK,4230,1
芦荟,PLANT,4213,1
西班牙,ADMIN,4209,1
公安机关,GOV,4209,1
蜘蛛侠,FILM,4198,1
张艺兴,PERSON_NAME,4198,1
阿里巴巴,APP_NAME,4197,1
2003年,DATE,4194,1
43218,DATE,4186,1
申通快递,EXPRESS_VENDOR,4186,1
gallery.jpg,URL,4182,0
4.6,DATE,4180,1
防晒服,PROD_TAG,4178,1
苏宁,APP_NAME,4176,1
顺丰速运,EXPRESS_VENDOR,4175,1
南海,SCENE,4175,1
百香果,PLANT,4165,1
二十年,DATE,4163,0
林枫,PERSON_NAME,4156,1
5.3,DATE,4152,1
吴京,PERSON_NAME,4149,1
刘亦菲,PERSON_NAME,4147,1
武则天,PERSON_NAME,4139,1
5日,DAY,4138,0
明天上午,CLOCK,4136,1
拳头,BOOK,4136,0
《复联3》,FILM,4135,1
3.3,DATE,4131,1
范丞丞,PERSON_NAME,4127,1
Moments,APP_NAME,4123,0
关羽,PERSON_NAME,4117,1
4.4,DATE,4117,1
王总,PERSON_NAME,4114,1
大润发,ADDR,4112,1
爱上你,MUSIC,4112,1
一个人,BOOK,4108,0
16号,DAY,4100,0
科比,PERSON_NAME,4099,1
7日,DAY,4098,0
8.8,DATE,4098,1
09:30:00,CLOCK,4088,1
蒲公英,MUSIC,4082,1
5点,CLOCK,4076,1
2018.03,DATE,4075,1
南阳,ADMIN,4075,1
二号,DAY,4074,0
中国政府,GOV,4071,1
复仇者联盟3,FILM,4067,1
爽肤水,PROD_TAG,4067,1
半身裙,PROD_TAG,4066,1
苏宁易购,APP_NAME,4062,1
23日,DAY,4061,0
vivo智能手机,PROD_NAME,4047,1
七分裤,PROD_TAG,4043,1
张老师,PERSON_NAME,4037,1
5.18,DATE,4034,1
嘉兴,ADMIN,4032,1
平安健康,APP_NAME,4028,1
01:00:00,CLOCK,4025,1
11小时,TIME_OTHER,4021,1
3.4,DATE,4019,1
眼影,PROD_TAG,4017,1
吴亦凡,PERSON_NAME,4015,1
警方,GOV,4006,0
2000年,DATE,4004,1
15:30:00,CLOCK,4004,1
丽江,ADMIN,4003,1
12年,DATE,3996,1
徐州,ADMIN,3990,1
川航,ADDR,3978,1
16年,DATE,3976,1
端午节,DAY,3975,1
新浪微博,APP_NAME,3966,1
李嘉诚,PERSON_NAME,3955,1
荷花,PLANT,3952,1
15日,DAY,3944,0
18日,DAY,3943,0
赵薇,PERSON_NAME,3936,1
向日葵,PLANT,3936,1
中华人民共和国,ADMIN,3931,1
万达广场,ADDR,3929,1
《黑豹》,FILM,3925,1
vivo X21A,PROD_NAME,3919,1
新款女装,PROD_TAG,3915,1
热水器,PROD_TAG,3900,1
纽约,ADMIN,3900,1
43247,DATE,3889,1
教育部,GOV,3887,1
27号,DAY,3887,0
9.8,DATE,3887,1
Baby,PERSON_NAME,3885,1
斗鱼,APP_NAME,3885,1
2018-04-26 00:00:00,DATE,3883,1
中通快递,APP_NAME,3879,1
芳芳,PERSON_NAME,3876,1
工作服,PROD_TAG,3875,1
3.9,DATE,3872,1
山楂,PLANT,3869,1
林俊杰,PERSON_NAME,3868,1
吕布,PERSON_NAME,3868,1
国家,BOOK,3862,0
黄晓明,PERSON_NAME,3859,1
自如,APP_NAME,3859,1
平板,PROD_TAG,3856,1
衡阳,ADMIN,3845,1
企业微信,APP_NAME,3843,1
探探,APP_NAME,3841,1
闲鱼,APP_NAME,3840,1
精华液,PROD_TAG,3835,1
万喜登酒店,HOTEL,3832,1
2.9,DATE,3830,1
美团外卖,APP_SERVICE,3830,1
下周一,DAY,3826,1
6日,DAY,3822,0
椰子,PLANT,3806,1
八点,CLOCK,3800,1
成长,BOOK,3794,0
哈伦裤,PROD_TAG,3792,1
时尚套装,PROD_TAG,3783,1
螃蟹,ANIMAL,3781,1
叶轩,PERSON_NAME,3781,1
3.8,DATE,3776,1
新西兰,ADMIN,3773,1
贾静雯,PERSON_NAME,3772,1
72小时,TIME_OTHER,3764,1
高云翔,PERSON_NAME,3763,1
28号,DAY,3760,0
小草,APP_NAME,3752,1
43240,DATE,3752,1
瑞士,ADMIN,3749,1
百度百科,APP_NAME,3744,1
今早,CLOCK,3742,1
四月初,DATE,3741,1
平安普惠,APP_NAME,3737,1
临沂,ADMIN,3736,1
缅甸,ADMIN,3725,1
14号,DAY,3722,0
QQ浏览器,APP_NAME,3720,1
43248,DATE,3720,1
6.5,DATE,3713,1
陈伟霆,PERSON_NAME,3713,1
牙刷,PROD_TAG,3706,1
国庆,DAY,3706,1
记得,BOOK,3700,0
刘旭,PERSON_NAME,3698,1
央视新闻,APP_NAME,3697,1
,,,1
,,,1
,SCENE,3685,1
父亲,BOOK,3682,0
阿里,ADDR,3680,1
43217,DATE,3678,1
y85,PROD_NAME,3676,1
Y83,TRAIN_NUM,3674,0
北美,ADMIN,3673,1
?,PROD_NAME,3670,0
南极人,PROD_BRAND,3668,1
五分裤,PROD_TAG,3667,1
17号,DAY,3667,0
1日,DAY,3667,0
建仓,PERSON_NAME,3666,1
罗晋,PERSON_NAME,3663,1
海底捞,CATER,3659,1
大理,ADMIN,3658,1
21号,DAY,3655,0
三十年,DATE,3653,0
43235,DATE,3651,1
黄昏,CLOCK,3649,1
6.9,DATE,3641,1
母亲,BOOK,3640,0
黄渤,PERSON_NAME,3631,1
小米8,PROD_NAME,3630,1
景甜,PERSON_NAME,3620,1
小钱,APP_NAME,3618,1
Y71A,PROD_NAME,3615,1
战狼2,FILM,3614,1
彭于晏,PERSON_NAME,3607,1
阿迪达斯,PROD_BRAND,3607,1
短袖t恤,PROD_TAG,3594,1
1月,DATE,3591,1
5.1,DATE,3584,1
蒋介石,PERSON_NAME,3576,1
43238,DATE,3571,1
《前任3》,FILM,3571,1
26号,DAY,3570,0
驻马店,ADMIN,3568,1
12日,DAY,3561,0
枇杷,PLANT,3560,1
2002年,DATE,3560,1
张静,PERSON_NAME,3560,1
iPhone 7,PROD_NAME,3560,1
谢霆锋,PERSON_NAME,3558,1
朝阳,ADMIN,3558,1
05月,DATE,3556,1
国产手机,PROD_TAG,3554,1
短袜,PROD_TAG,3551,1
热巴,PERSON_NAME,3547,1
09:30:00,CLOCK,3542,1
护发素,PROD_TAG,3541,1
楚枫,PERSON_NAME,3532,1
杨颖,PERSON_NAME,3531,1
刘若英,PERSON_NAME,3523,1
苏洛洛,PERSON_NAME,3522,1
抖音短视频,APP_NAME,3521,1
甄嬛,PERSON_NAME,3516,1
刘强东,PERSON_NAME,3516,1
赵本山,PERSON_NAME,3509,1
手环,PROD_TAG,3505,1
43137,DATE,3505,1
43238,DATE,3500,1
七月,DATE,3499,1
华为手机,PROD_NAME,3499,1
y53,TRAIN_NUM,3494,0
30号,DAY,3494,0
黄子韬,PERSON_NAME,3487,1
07:00:00,CLOCK,3486,1
3.6,DATE,3485,1
43245,DATE,3484,1
党中央,GOV,3479,1
战狼,FILM,3475,1
粉底,PROD_TAG,3474,1
43236,DATE,3473,1
13年,DATE,3471,1
美团外卖,APP_NAME,3470,1
小陈,PERSON_NAME,3467,1
河南移动,ADDR,3464,1
王先生,PERSON_NAME,3462,1
43229,DATE,3462,1
10086,APP_NAME,3461,0
长袖,PROD_TAG,3460,1
泰迪,ANIMAL,3459,1
李总,PERSON_NAME,3452,1
手机卡,PROD_TAG,3450,1
夹克,PROD_TAG,3445,1
黑豹,FILM,3441,1
花椒,PLANT,3437,1
国美,ADDR,3435,1
1999年,DATE,3434,1
19日,DAY,3433,0
青年节,DAY,3431,1
小张,PERSON_NAME,3430,1
R11,PROD_NAME,3428,1
扬州,ADMIN,3424,1
美的,PROD_BRAND,3421,1
43214,DATE,3414,1
幸福,BOOK,3413,0
43247,DATE,3407,1
文章,PERSON_NAME,3407,1
23号,DAY,3403,0
吴昕,PERSON_NAME,3398,1
鼠标,PROD_TAG,3398,1
洁面乳,PROD_TAG,3396,1
43253,DATE,3396,1
广东省,ADMIN,3392,1
43233,DATE,3391,1
精油,PROD_TAG,3386,1
EMS,EXPRESS_VENDOR,3384,1
23:59:00,CLOCK,3384,1
24日,DAY,3380,0
陈冠希,PERSON_NAME,3378,1
李强,PERSON_NAME,3375,1
十月,DATE,3374,1
苗苗,PERSON_NAME,3374,1
43248,DATE,3372,1
43254,DATE,3367,1
溥仪,PERSON_NAME,3367,1
43242,DATE,3367,1
43134,DATE,3358,1
香菜,PLANT,3349,1
Ella,PERSON_NAME,3348,1
刘诗诗,PERSON_NAME,3344,1
43241,DATE,3344,1
iPhone 8 Plus,PROD_NAME,3341,1
43244,DATE,3336,1
卫衣,PROD_TAG,3326,1
陈道明,PERSON_NAME,3320,1
丰胸霜,PROD_TAG,3319,1
本周六,DAY,3313,1
全民K歌,APP_NAME,3311,1
5.19,DATE,3310,1
苏希,PERSON_NAME,3309,1
8.5,DATE,3308,1
12月,DATE,3306,1
2018-04-25 00:00:00,DATE,3302,1
43191,DATE,3300,1
粉底液,PROD_TAG,3298,1
北京市,ADMIN,3297,1
先生,BOOK,3297,0
冬瓜,PLANT,3296,1
船袜,PROD_TAG,3294,1
柚子,PLANT,3290,1
中午12点,CLOCK,3289,1
8日,DAY,3289,0
雷佳音,PERSON_NAME,3287,1
午后,CLOCK,3287,1
43228,DATE,3286,1
43240,DATE,3286,1
43230,DATE,3285,1
广东移动,APP_NAME,3280,1
43237,DATE,3272,1
关系,BOOK,3271,0
咪咕音乐,APP_NAME,3269,1
山东省,ADMIN,3267,1
26日,DAY,3266,0
芹菜,PLANT,3266,1
一加6,PROD_NAME,3265,1
奚梦瑶,PERSON_NAME,3264,1
22号,DAY,3263,0
荷兰,ADMIN,3262,1
海淘,APP_NAME,3259,1
星巴克,CATER,3257,1
腰带,PROD_TAG,3257,1
22日,DAY,3255,0
白鞋,PROD_TAG,3253,1
毛主席,PERSON_NAME,3253,1
李静,PERSON_NAME,3252,1
淘宝网,APP_NAME,3252,1
Super,PERSON_NAME,3250,0
中山,ADMIN,3247,1
美逸金属线控耳机,PROD_NAME,3246,1
李七夜,PERSON_NAME,3239,1
郴州,ADMIN,3238,1
43234,DATE,3236,1
帆布鞋,PROD_TAG,3229,1
r11s,PROD_NAME,3227,1
10月,DATE,3221,1
海口,ADMIN,3220,1
郑恺,PERSON_NAME,3219,1
59.9,DATE,3218,1
苦瓜,PLANT,3213,1
7.5,DATE,3212,1
习主席,PERSON_NAME,3211,1
柳州,ADMIN,3209,1
43233,DATE,3209,1
刘恺威,PERSON_NAME,3208,1
中国工商银行,ADDR,3201,1
风扇,PROD_TAG,3198,1
21日,DAY,3194,0
鳖,ANIMAL,3193,1
43216,DATE,3193,1
东京,ADMIN,3185,1
澎湃新闻,APP_NAME,3185,1
小宝,PERSON_NAME,3182,1
4点,CLOCK,3180,1
李易峰,PERSON_NAME,3176,1
马化腾,PERSON_NAME,3175,1
睫毛膏,PROD_TAG,3175,1
刘邦,PERSON_NAME,3173,1
19:55:00,CLOCK,3173,1
x21i,PROD_NAME,3171,1
CPU,PROD_TAG,3170,1
5月20,DATE,3168,1
43231,DATE,3166,1
王嘉尔,PERSON_NAME,3154,1
x21A,PROD_NAME,3154,1
德克士,CATER,3153,1
雪纺连衣裙,PROD_TAG,3146,1
明晚,CLOCK,3145,1
夏小麦,PERSON_NAME,3144,1
猕猴桃,PLANT,3138,1
43230,DATE,3134,1
5.25,DATE,3134,1
桂花,PLANT,3132,1
蔡英文,PERSON_NAME,3130,1
黄景瑜,PERSON_NAME,3130,1
华天大酒店,HOTEL,3129,1
小青,PERSON_NAME,3128,1
16日,DAY,3128,0
韩信,PERSON_NAME,3121,1
43213,DATE,3117,1
惠头条,APP_NAME,3116,1
琳琳,PERSON_NAME,3116,1
宋茜,PERSON_NAME,3113,1
顾圭璋,PERSON_NAME,3110,1
43103,DATE,3108,1
2019年,DATE,3106,1
乌克兰,ADMIN,3106,1
永州,ADMIN,3106,1
5.15,DATE,3101,1
零点,CLOCK,3096,1
2018-04-24 00:00:00,DATE,3089,1
29号,DAY,3089,0
43231,DATE,3080,1
戚薇,PERSON_NAME,3079,1
43224,DATE,3074,1
季枭寒,PERSON_NAME,3072,1
43227,DATE,3069,1
那个男人,MUSIC,3069,1
5.26,DATE,3067,1
43239,DATE,3067,1
43221,DATE,3066,1
鲁迅,PERSON_NAME,3059,1
43215,DATE,3058,1
娜扎,PERSON_NAME,3056,1
复仇者联盟,FILM,3054,1
r15,PROD_NAME,3050,1
康乃馨,PLANT,3050,1
买单吧,APP_NAME,3049,1
13小时,TIME_OTHER,3046,1
柳岩,PERSON_NAME,3042,1
中裤,PROD_TAG,3040,1
眼睛,BOOK,3038,0
1900-01-01 00:00:00,CLOCK,3036,1
欢乐斗地主,APP_NAME,3036,1
孔子,PERSON_NAME,3034,1
蚊,ANIMAL,3034,1
43229,DATE,3033,1
43246,DATE,3032,1
8月,DATE,3031,1
6.8,DATE,3028,1
迪拜,ADMIN,3026,1
43223,DATE,3023,1
43243,DATE,3020,1
金华,ADMIN,3018,1
晚上8点,CLOCK,3017,1
小丽,PERSON_NAME,3016,1
屈臣氏,ADDR,3015,1
小衫,PROD_TAG,3015,1
24号,DAY,3014,0
陈老师,PERSON_NAME,3013,1
藕,PLANT,3011,1
龙尘,PERSON_NAME,3010,1
董卿,PERSON_NAME,3009,1
43228,DATE,3007,1
乌鲁木齐,ADMIN,3006,1
中兴,PROD_BRAND,3005,1
x1,,,1
,PROD_NAME,3003,1
张飞,PERSON_NAME,2999,1
5月1号,DATE,2997,1
浙江移动手机营业厅,APP_NAME,2991,1
巴西,ADMIN,2990,1
8.9,DATE,2990,1
张伟,PERSON_NAME,2988,1
皇马,TEAM,2987,1
今天中午,CLOCK,2987,1
22:30:00,CLOCK,2982,1
刘老师,PERSON_NAME,2981,1
28日,DAY,2979,0
2点,CLOCK,2979,1
43241,DATE,2978,1
感动,BOOK,2975,0
43227,DATE,2968,1
涂磊,PERSON_NAME,2966,1
iPad,PROD_NAME,2966,1
张总,PERSON_NAME,2963,1
3点,CLOCK,2962,1
29日,DAY,2962,0
林宛白,PERSON_NAME,2958,1
2001年,DATE,2957,1
17日,DAY,2956,0
10:50:00,CLOCK,2956,1
?,PROD_NAME,2954,0
台州,ADMIN,2954,1
六点,CLOCK,2954,1
且行且珍惜,TV,2940,1
张敏,PERSON_NAME,2931,1
43232,DATE,2931,1
伦敦,ADMIN,2925,1
凉拖,PROD_TAG,2915,1
张均,PERSON_NAME,2911,1
张檬,PERSON_NAME,2911,1
11日,DAY,2911,0
42.5,DATE,2910,1
6.3,DATE,2909,1
43235,DATE,2907,1
14年,DATE,2905,1
情侣装,PROD_TAG,2904,1
5.23,DATE,2901,1
付辛博,PERSON_NAME,2900,1
勇往直前,FILM,2899,1
青椒,PLANT,2898,1
鲸,ANIMAL,2896,1
吊带裙,PROD_TAG,2895,1
2018-04-23 00:00:00,DATE,2891,1
日照,ADMIN,2890,1
回家,BOOK,2889,0
Midea,PROD_BRAND,2887,1
苏宁,ADDR,2883,1
步步高,PROD_BRAND,2877,1
43210,DATE,2874,1
七点,CLOCK,2873,1
唐舞麟,PERSON_NAME,2872,1
李丽,PERSON_NAME,2872,1
1998年,DATE,2872,1
43110,DATE,2871,1
43237,DATE,2868,1
纪宁,PERSON_NAME,2868,1
08:53:00,CLOCK,2866,1
43226,DATE,2863,1
9.5,DATE,2860,1
小黑裙沐浴露,PROD_NAME,2859,1
开封,ADMIN,2856,1
菠菜,PLANT,2854,1
43164,DATE,2853,1
百度,ADDR,2853,1
公主裙,PROD_TAG,2850,1
5.14,DATE,2849,1
韩雪,PERSON_NAME,2844,1
安阳,ADMIN,2836,1
老张,PERSON_NAME,2834,1
外交部,GOV,2829,1
杨业,PERSON_NAME,2824,1
哈士奇,ANIMAL,2824,1
百度贴吧,APP_NAME,2824,1
李娜,PERSON_NAME,2824,1
手套,PROD_TAG,2822,1
43224,DATE,2821,1
荣耀9,PROD_NAME,2818,1
07:30:00,CLOCK,2817,1
2月,DATE,2815,1
昆凌,PERSON_NAME,2813,1
43222,DATE,2812,1
43249,DATE,2809,1
林允,PERSON_NAME,2805,1
43163,DATE,2805,1
43239,DATE,2801,1
iPhone X,,,1
,PROD_NAME,2795,1
短袖上衣,PROD_TAG,2795,1
三号,DAY,2795,0
下周二,DAY,2794,1
巴厘岛,ADMIN,2790,1
浙江省,ADMIN,2789,1
?,PROD_NAME,2788,0
章子怡,PERSON_NAME,2788,1
唐山,ADMIN,2785,1
TFBOYS,PERSON_NAME,2780,1
43236,DATE,2778,1
五点,CLOCK,2777,1
搜狐,APP_NAME,2773,1
43232,DATE,2772,1
林志玲,PERSON_NAME,2769,1
荔枝微课,APP_NAME,2769,1
三角裤,PROD_TAG,2768,1
杨叶,PERSON_NAME,2768,1
长江,SCENE,2764,1
Xplay6,PROD_NAME,2762,1
9月,DATE,2757,1
迪士尼,SCENE,2756,1
五月天,PERSON_NAME,2756,1
jamie,PERSON_NAME,2754,1
拉萨,ADMIN,2753,1
43225,DATE,2752,1
西瓜视频,APP_NAME,2751,1
网易云音乐,APP_NAME,2743,1
工行,ADDR,2739,1
10:10:00,CLOCK,2739,1
泳衣,PROD_TAG,2728,1
6月1号,DATE,2728,1
珠海,ADMIN,2726,1
14小时,TIME_OTHER,2721,1
妈妈装,PROD_TAG,2715,1
株洲,ADMIN,2713,1
惠州,ADMIN,2712,1
英雄,BOOK,2711,0
43234,DATE,2711,1
3.7,DATE,2709,1
4日,DAY,2707,0
今晚8点,CLOCK,2707,1
5.11,DATE,2706,1
妲己,PERSON_NAME,2705,1
迪信通,PROD_BRAND,2704,1
00:10:00,CLOCK,2702,1
联合国,ADDR,2701,1
《中国话》,MUSIC,2698,1
约克公爵安德鲁王子,PERSON_NAME,2698,1
43222,DATE,2697,1
哈里王子,PERSON_NAME,2693,1
5月13号,DATE,2688,1
运动套装,PROD_TAG,2687,1
酷狗,APP_NAME,2686,1
人生如梦,MUSIC,2686,1
18:09:00,CLOCK,2684,1
“大国重器”,FILM,2684,1
43223,DATE,2683,1
眉笔,PROD_TAG,2681,1
顾少霆,PERSON_NAME,2680,1
11:50:00,CLOCK,2678,1
罗军,PERSON_NAME,2677,1
10.5,DATE,2674,1
林逸,PERSON_NAME,2674,1
商丘,ADMIN,2672,1
微信收款助手,APP_SERVICE,2672,1
43211,DATE,2668,1
张丽,PERSON_NAME,2667,1
x10,PROD_NAME,2667,1
43225,DATE,2662,1
潍坊,ADMIN,2661,1
素颜霜,PROD_TAG,2660,1
50年,DATE,2660,1
2日,DAY,2659,0
下午2点,CLOCK,2655,1
下午3点,CLOCK,2654,1
移动电源,PROD_TAG,2653,1
速递易,APP_NAME,2652,1
43281,DATE,2649,1
林雨薇,PERSON_NAME,2646,1
七日,DAY,2643,0
43242,DATE,2642,1
三日,DAY,2639,0
海贼王,ENT_OTHER,2636,1
小米7,PROD_NAME,2634,1
运动服,PROD_TAG,2634,1
融360,APP_NAME,2634,1
16小时,TIME_OTHER,2633,1
,,,1
,,,1
,ADDR,2631,1
苍井空,PERSON_NAME,2629,1
10:40:00,CLOCK,2629,1
杨明,PERSON_NAME,2624,1
新款夏装,PROD_TAG,2623,1
常州,ADMIN,2623,1
白洁,PERSON_NAME,2623,1
11:40:00,CLOCK,2622,1
好莱坞,ADDR,2622,1
唐僧,PERSON_NAME,2621,1
清华大学,SCHOOL,2621,1
00:15:00,CLOCK,2619,1
5.22,DATE,2618,1
雪纺衫,PROD_TAG,2617,1
杨过,PERSON_NAME,2615,1
小米6X,PROD_NAME,2608,1
5.16,DATE,2608,1
邯郸,ADMIN,2608,1
伊拉克,ADMIN,2607,1
格林,PERSON_NAME,2606,1
7.8,DATE,2604,1
31日,DAY,2604,0
生命,BOOK,2604,0
绍兴,ADMIN,2598,1
10:20:00,CLOCK,2598,1
跑鞋,PROD_TAG,2596,1
360,APP_NAME,2596,1
X21屏幕,PROD_NAME,2595,1
每个人都会,MUSIC,2593,1
43221,DATE,2593,1
咪咕爱看,APP_NAME,2590,1
李世民,PERSON_NAME,2589,1
姚明,PERSON_NAME,2589,1
43226,DATE,2588,1
6.6,DATE,2586,1
相亲相爱一家人,FILM,2584,1
43245,DATE,2584,1
陈先生,PERSON_NAME,2580,1
江苏省,ADMIN,2577,1
vivox21,PROD_NAME,2576,1
11:20:00,CLOCK,2573,1
7.9,DATE,2571,1
四点,CLOCK,2569,1
状态,BOOK,2566,0
张,,,1
,PERSON_NAME,2565,1
菜鸟裹裹,APP_NAME,2565,1
顺丰快递,EXPRESS_VENDOR,2564,1
娟子,PERSON_NAME,2561,1
15小时,TIME_OTHER,2559,1
朱元璋,PERSON_NAME,2559,1
l.tantanapp.com/i,URL,2558,1
43243,DATE,2556,1
门,BOOK,2556,0
T2,TRAIN_NUM,2555,0
雷锋,PERSON_NAME,2553,1
43212,DATE,2550,1
24点,CLOCK,2546,1
海藻,PLANT,2545,1
班服,PROD_TAG,2540,1
43214,DATE,2539,1
当当,APP_NAME,2539,1
安全教育平台,APP_NAME,2538,1
牛仔短裤,PROD_TAG,2535,1
43260,DATE,2534,1
打底裤,PROD_TAG,2532,1
公安部,GOV,2529,1
31号,DAY,2529,0
天天向上,TV_SHOW,2527,1
王静,PERSON_NAME,2526,1
10:15:00,CLOCK,2525,1
21:15:00,CLOCK,2523,1
套装裙,PROD_TAG,2521,1
西柚,PLANT,2519,1
POS机,PROD_TAG,2517,1
背带裤,PROD_TAG,2516,1
UC浏览器,APP_NAME,2515,1
智能机,PROD_TAG,2514,1
,,,1
,,,1
,PROD_NAME,2514,1
张家界,ADMIN,2513,1
19:45:00,CLOCK,2513,1
1997年,DATE,2509,1
11:10:00,CLOCK,2507,1
火山小视频,APP_NAME,2507,1
南通,ADMIN,2506,1
联发科,PROD_BRAND,2506,1
16:20:00,CLOCK,2505,1
金针菇,PLANT,2505,1
四叶草,PLANT,2505,1
万万没想到,TV,2504,1
Angelababy,PERSON_NAME,2503,1
*^_^*,EXPR_NAME,2501,1
沃尔玛,ADDR,2498,1
王凯,PERSON_NAME,2497,1
00:00:00,CLOCK,2496,0
李克强,PERSON_NAME,2496,1
快乐大本营,TV_SHOW,2496,1
张琪,PERSON_NAME,2490,1
10:45:00,CLOCK,2489,1
安娜,PERSON_NAME,2489,1
昨,DAY,2488,1
百度翻译,APP_NAME,2485,1
20:38:00,CLOCK,2484,1
画眉,ANIMAL,2484,1
张家,PERSON_NAME,2484,1
三门峡,ADMIN,2482,1
飞天,BOOK,2479,0
开衫,PROD_TAG,2479,1
银川,ADMIN,2477,1
宋斯曼,PERSON_NAME,2475,1
40.5,DATE,2474,1
腾讯充值,APP_NAME,2473,1
14日,DAY,2471,0
季酒店,HOTEL,2468,0
李小龙,PERSON_NAME,2468,1
Y79,TRAIN_NUM,2467,0
BLACKPOULO电动牙刷,PROD_NAME,2463,1
奥巴马,PERSON_NAME,2463,1
梅根,PERSON_NAME,2461,1
机顶盒,PROD_TAG,2460,1
应用商店,APP_NAME,2458,1
何老师,PERSON_NAME,2458,1
火力全开,MUSIC,2457,1
李女士,PERSON_NAME,2457,1
07:00:00,CLOCK,2457,1
1996年,DATE,2451,1
汽车之家,APP_NAME,2450,1
10:05:00,CLOCK,2449,1
蟑螂,ANIMAL,2447,1
11年,DATE,2447,1
0/0,,,1
,PROD_NAME,2447,1
陈乔恩,PERSON_NAME,2446,1
本周五,DAY,2445,1
11:05:00,CLOCK,2443,1
上午10点,CLOCK,2439,1
1995年,DATE,2439,1
技术,BOOK,2438,0
下午4点,CLOCK,2437,1
USB小风扇,PROD_TAG,2436,1
10:02:00,CLOCK,2434,1
43250,DATE,2433,1
风衣,PROD_TAG,2432,1
孩子们,BOOK,2432,0
黄鹤楼,SCENE,2431,1
楚文星,PERSON_NAME,2430,1
12:40:00,CLOCK,2427,1
路飞,PERSON_NAME,2426,1
市政府,GOV,2424,1
5月18号,DATE,2423,1
郭德纲,PERSON_NAME,2422,1
09:50:00,CLOCK,2421,1
19:50:00,CLOCK,2421,1
紫薯,PLANT,2421,1
12:50:00,CLOCK,2418,1
丽丽,PERSON_NAME,2415,1
邓紫棋,PERSON_NAME,2415,1
安妮,PERSON_NAME,2412,1
14.9,DATE,2412,1
财付通支付科技有限公司,ADDR,2410,1
12:12:00,CLOCK,2409,1
1994年,DATE,2407,1
汉服,PROD_TAG,2404,1
李宇春,PERSON_NAME,2403,1
俞兆林,PROD_BRAND,2401,1
5.24,DATE,2400,1
上海市,ADMIN,2400,1
11:31:00,CLOCK,2398,1
iPhone 6s,PROD_NAME,2398,1
周润发,PERSON_NAME,2397,1
贝贝,PERSON_NAME,2397,1
19:20:00,CLOCK,2397,1
王猛,PERSON_NAME,2397,1
A73,PROD_NAME,2395,1
Y75,TRAIN_NUM,2395,0
